249	18955	18946
250	18925	18926
251	18914	18871
252	18921	18885
253	18955	18858
254	18925	18910
255	18912	18936
256	18931	18945
257	18886	18915
258	18874	18915
259	18950	18943
260	18879	18913
261	18892	18944
262	18952	18921
263	18947	18893
264	18906	18864
265	18917	18912
266	18871	18878
267	18940	18933
268	18894	18892
269	18946	18889
270	18945	18898
271	18917	18876
272	18889	18952
273	18920	18920
274	18936	18936
275	18926	18879
276	18909	18876
277	18858	18872
278	18884	18874
279	18898	18894
280	18884	18928
281	18936	18953
282	18956	18932
283	18873	18926
284	18909	18890
285	18876	18938
286	18911	18922
287	18914	18878
288	18871	18887
289	18937	18900
290	18896	18911
291	18880	18909
292	18915	18877
293	18877	18942
294	18951	18934
295	18942	18927
296	18937	18905
297	18884	18942
298	18912	18874
299	18934	18866
300	2292	2252
301	2242	2275
302	2280	2278
303	2310	2262
304	2269	2290
305	2234	2241
306	2251	2243
307	2307	2256
308	2303	2272
309	2266	2306
310	2267	2275
311	2285	2270
312	2252	2284
313	2270	2305
314	2252	2251
315	2291	2263
316	2237	2293
317	2267	2266
318	2308	2297
319	2277	2264
320	2236	2311
321	2312	2308
322	2274	2230
323	2263	2251
324	2278	2238
325	2248	2239
326	2310	2279
327	2233	2262
328	2225	2228
329	2295	2229
330	2275	2250
331	2260	2243
332	2288	2289
333	2236	2314
334	2242	2318
335	2262	2246
336	2283	2223
337	2312	2295
338	2306	2293
339	2318	2304
340	2244	2253
341	2259	2223
342	2304	2225
343	2262	2271
344	2304	2243
345	2318	2268
346	2281	2233
347	2310	2318
348	2289	2287
349	2230	2318
350	2255	2268
351	2270	2304
352	2242	2255
353	2288	2303
354	2305	2312
355	2262	2248
356	2282	2274
357	2236	2261
358	2296	2238
359	2241	2269
360	2260	2258
361	2306	2295
362	2292	2285
363	2302	2265
364	2230	2300
365	2283	2300
366	2251	2240
367	2262	2287
368	2225	2244
369	2233	2270
370	2311	2314
371	2262	2316
372	2270	2253
373	2321	2316
374	2223	2297
375	2317	2245
376	2235	2290
377	2251	2227
378	2294	2247
379	2272	2257
380	2242	2304
381	2311	2279
382	2272	2294
383	2288	2269
384	2230	2227
385	2258	2272
386	2302	2307
387	2227	2275
388	2232	2247
389	2273	2272
390	2272	2289
391	2237	2235
392	2286	2255
393	2306	2239
394	2281	2282
395	2250	2282
396	2255	2285
397	2319	2298
398	2311	2268
399	2273	2305
